Year,Month,Day,Hour,Minute,Temperature,Pressure,Humidity,PM2.5,PM10,CO2,Critical pollutant InstantAQI,InstantAQI,Door,Window,Occupancy
2023,5,4,8,35,24.1,760,20,6,7,716,4,1,1,0,0
2023,5,4,8,40,24.2,760,20,6,6,717,4,1,1,0,0
2023,5,4,8,45,24.2,760,20,6,6,716.67,4,1,1,0,0
2023,5,4,8,50,24.3,760,20,6,6,716.5,4,1,1,0,0
2023,5,4,8,55,24.3,760,20,6,7,710.67,4,1,1,0,0
2023,5,4,9,0,24.4,760,19,6,8,687,4,1,1,0,0
2023,5,4,9,5,24.4,760,19,8,10,677,4,1,1,0,0
2023,5,4,9,10,24.4,760,19,8,10,671,4,1,1,0,0
2023,5,4,9,15,24.4,760,19,8,9,668,4,1,1,0,0
2023,5,4,9,20,24.5,760,19,8,10,667.5,4,1,1,0,0
2023,5,4,9,25,24.5,760,19,8,10,665,4,1,1,0,0
2023,5,4,9,30,24.5,760,19,8,10,667,4,1,1,0,0
2023,5,4,9,35,24.5,760,19,8,9,668.33,4,1,1,0,0
2023,5,4,9,40,24.6,760,19,8,10,670,4,1,1,0,0
2023,5,4,9,45,24.6,760,19,8,10,671.33,4,1,1,0,0
2023,5,4,9,50,24.6,760,19,8,11,672.5,4,1,1,0,0
2023,5,4,9,55,24.6,760,19,8,10,674.33,4,1,1,0,0
2023,5,4,10,0,24.6,760,19,54,68,678.5,4,2,1,0,1
2023,5,4,10,5,24.7,760,19,96,117,709.33,4,2,0,1,1
2023,5,4,10,10,24.7,760,19,36,44,719.5,4,2,1,1,0
2023,5,4,10,15,24.7,760,19,14,17,689.33,4,2,1,1,0
2023,5,4,10,20,24.6,760,18,9,11,656,4,2,1,1,0
2023,5,4,10,25,24.5,760,18,9,12,639.33,4,2,1,1,0
2023,5,4,10,30,24.4,760,18,9,12,630.5,4,2,1,1,0
2023,5,4,10,35,24.3,760,18,11,13,639.67,4,2,1,1,0
2023,5,4,10,40,24.2,760,18,11,14,639.5,4,2,1,1,0
2023,5,4,10,45,24.2,760,18,11,13,659.33,4,2,1,1,0
2023,5,4,10,50,24.1,760,18,10,13,672.5,4,2,1,1,0
2023,5,4,10,55,24.1,760,18,11,15,650.67,4,2,1,1,0
2023,5,4,11,5,24,760,18,11,14,628.33,4,3,1,1,0
2023,5,4,11,10,23.9,760,18,12,16,607.5,4,3,1,1,0
2023,5,4,11,15,23.8,760,18,10,13,577.33,4,3,1,1,0
2023,5,4,11,20,23.6,760,17,11,14,539.5,4,3,1,1,0
2023,5,4,11,25,23.4,760,17,11,13,503.67,4,3,1,1,0
2023,5,4,11,30,23.2,760,17,11,13,497.5,4,3,1,1,0
2023,5,4,11,35,23,760,17,11,13,489.67,4,3,1,1,0
2023,5,4,11,40,22.9,760,17,10,12,479.5,4,3,1,1,0
2023,5,4,11,45,22.8,760,16,10,11,471.33,4,3,1,1,0
2023,5,4,11,50,22.6,760,16,10,12,462.5,4,3,1,1,0
2023,5,4,11,55,22.5,759,16,10,12,456.33,4,3,1,1,0
2023,5,4,12,0,22.4,759,17,10,12,456,4,2,1,1,0
2023,5,4,12,5,22.3,759,17,10,13,452.67,4,2,1,1,0
2023,5,4,12,10,22.3,759,17,10,12,449,4,2,1,1,0
2023,5,4,12,15,22.2,759,17,10,12,446,4,2,1,1,0
2023,5,4,12,20,22.2,759,16,10,12,444.5,4,2,1,1,0
2023,5,4,12,25,22.1,759,16,10,12,442.67,4,2,1,1,0
2023,5,4,12,30,22.1,759,16,10,12,441,4,2,1,1,0
2023,5,4,12,35,22,759,17,10,12,439.33,4,2,1,1,0
2023,5,4,12,40,22,759,16,10,12,436.5,4,2,1,1,0
2023,5,4,12,45,21.9,759,16,30,38,437.33,4,2,1,1,1
2023,5,4,12,50,21.8,759,16,16,20,451,4,2,1,1,0
2023,5,4,12,55,21.7,759,16,10,11,444.33,4,2,1,1,0
2023,5,4,13,0,21.6,759,16,9,10,443.5,4,3,0,1,1
2023,5,4,13,5,21.6,759,16,9,11,451.33,4,3,0,1,1
2023,5,4,13,10,21.6,759,16,12,16,472.5,4,3,0,1,1
2023,5,4,13,15,21.7,759,16,74,95,479.67,4,3,0,1,1
2023,5,4,13,20,21.7,759,17,303,879,491.5,4,3,0,1,1
2023,5,4,13,25,21.9,759,17,354,908,508,4,3,0,1,1
2023,5,4,13,30,22,759,16,87,114,495,4,3,0,1,1
2023,5,4,13,35,22,759,16,24,30,497,4,3,0,1,1
2023,5,4,13,40,22.1,759,16,13,15,501.5,4,3,0,1,1
2023,5,4,13,45,22.1,759,16,10,12,500.33,4,3,0,1,1
2023,5,4,13,50,22.1,759,16,8,10,496,4,3,1,1,0
2023,5,4,13,55,22.1,759,16,8,9,481.33,4,3,1,1,0
2023,5,4,14,5,22.1,759,16,8,9,488.67,4,7,1,1,0
2023,5,4,14,10,22.1,758,16,8,10,492,4,7,1,1,0
2023,5,4,14,15,22.1,758,16,8,10,479.33,4,7,1,1,0
2023,5,4,14,20,22.1,758,16,9,10,463,4,7,1,1,0
2023,5,4,14,25,22.1,758,16,9,10,457,4,7,1,1,0
2023,5,4,14,30,22,758,16,8,10,446.5,4,7,1,1,0
2023,5,4,14,35,22,758,16,8,9,440.33,4,7,1,1,0
2023,5,4,14,40,22,758,15,8,9,435.5,4,7,1,1,0
2023,5,4,14,45,21.9,758,15,7,8,431,4,7,1,1,0
2023,5,4,14,50,21.9,758,15,8,10,428.5,4,7,1,1,0
2023,5,4,14,55,21.8,758,15,8,10,429,4,7,1,1,0
2023,5,4,15,0,21.8,758,15,8,9,427,4,2,1,1,0
2023,5,4,15,5,21.7,758,15,10,13,427,4,2,1,1,0
2023,5,4,15,10,21.7,758,16,10,13,431,4,2,0,1,1
2023,5,4,15,15,21.7,758,16,10,13,454.67,4,2,0,1,1
2023,5,4,15,20,21.6,758,16,11,13,469,4,2,0,1,1
2023,5,4,15,25,21.7,758,16,10,14,480,4,2,0,1,1
2023,5,4,15,30,21.8,758,16,10,12,482,4,2,0,1,1
2023,5,4,15,35,21.8,758,16,12,15,487,4,2,0,1,1
2023,5,4,15,40,21.9,758,16,12,16,491.5,4,2,0,1,1
2023,5,4,15,45,22,758,16,11,15,495.33,4,2,0,1,1
2023,5,4,15,50,22.1,758,16,11,13,505.5,4,2,0,1,1
2023,5,4,15,55,22.2,758,16,12,15,511,4,2,0,1,1
2023,5,4,16,0,22.3,758,16,11,14,526,4,2,1,1,2
2023,5,4,16,5,22.4,758,17,27,33,553,4,2,0,1,3
2023,5,4,16,10,22.6,758,17,576,1478,677.5,4,2,0,1,3
2023,5,4,16,15,22.7,758,18,512,930,717,4,2,0,1,3
2023,5,4,16,20,22.9,758,18,124,153,777.5,4,2,0,1,2
2023,5,4,16,25,23,758,18,221,333,741,4,2,0,1,2
2023,5,4,16,30,23.2,758,17,88,107,702,4,2,1,1,0
2023,5,4,16,35,23.2,758,17,94,111,656.67,4,2,1,1,0
2023,5,4,16,40,23.2,758,16,14,18,570,4,2,1,1,0
2023,5,4,16,45,23.1,758,16,13,14,546.67,4,2,1,1,0
2023,5,4,16,50,23.1,758,16,12,16,539.5,4,2,1,1,0
2023,5,4,16,55,23,758,16,11,14,550.67,4,2,1,1,0
2023,5,4,17,5,22.9,757,16,11,13,559.33,4,7,1,1,0
2023,5,4,17,10,22.9,757,16,12,13,559,4,7,1,1,0
2023,5,4,17,15,22.8,757,16,10,12,532,4,7,1,1,0
2023,5,4,17,20,22.7,757,16,11,14,517.5,4,7,1,1,0
2023,5,4,17,25,22.6,757,16,11,13,508,4,7,1,1,0
2023,5,4,17,30,22.6,757,16,10,12,503.5,4,7,1,1,0
2023,5,4,17,35,22.6,757,16,10,12,490.67,4,7,1,1,0
2023,5,4,17,40,22.5,757,16,10,10,477,4,7,1,1,0
2023,5,4,17,45,22.5,757,16,10,13,470.67,4,7,1,1,0
2023,5,4,17,50,22.4,757,16,10,12,461,4,7,1,1,0
2023,5,4,17,55,22.4,757,16,10,13,454.33,4,7,1,1,0
2023,5,4,18,0,22.5,757,16,10,11,466.5,4,2,1,1,0
2023,5,4,18,5,22.5,757,16,10,11,470.33,4,2,1,1,0
2023,5,4,18,10,22.6,757,16,10,11,474.5,4,2,1,1,0
2023,5,4,18,15,22.7,757,16,10,12,476.67,4,2,1,1,0
2023,5,4,18,20,22.8,757,16,10,11,480,4,2,1,1,0
2023,5,4,18,25,22.9,757,16,10,12,479.33,4,2,0,0,0
2023,5,4,18,30,23,757,16,10,12,486,4,2,0,0,0
2023,5,4,18,35,23,757,16,10,11,489.33,4,2,0,0,0
2023,5,4,18,40,23.1,757,16,10,12,488.5,4,2,0,0,0
2023,5,4,18,45,23.2,757,16,10,11,489.67,4,2,0,0,0
2023,5,4,18,50,23.2,757,16,10,12,489,4,2,0,0,0
2023,5,4,18,55,23.3,757,16,10,12,491,4,2,0,0,0
2023,5,4,19,0,23.3,757,16,10,12,492,4,2,0,0,0
2023,5,4,19,5,23.4,757,16,10,13,490.33,4,2,0,0,0
2023,5,4,19,10,23.4,757,16,10,11,490.5,4,2,0,0,0
2023,5,4,19,15,23.5,757,16,10,11,492.67,4,2,0,0,0
2023,5,4,19,20,23.5,757,16,10,11,492,4,2,0,0,0
2023,5,4,19,25,23.5,757,16,10,11,493.33,4,2,0,0,0
2023,5,4,19,30,23.5,757,16,10,12,494.5,4,2,0,0,0
2023,5,4,19,35,23.6,757,16,10,12,494,4,2,0,0,0
2023,5,4,19,40,23.6,757,16,10,10,495,4,2,0,0,0
2023,5,4,19,45,23.6,757,16,9,10,494.67,4,2,0,0,0
2023,5,4,19,50,23.6,757,16,10,11,495,4,2,0,0,0
2023,5,4,19,55,23.7,757,16,10,11,494.67,4,2,0,0,0
2023,5,4,20,5,23.7,757,16,8,10,495,4,2,0,0,0
2023,5,4,20,10,23.7,757,16,10,11,496.5,4,2,0,0,0
2023,5,4,20,15,23.7,757,16,9,10,495.33,4,2,0,0,0
2023,5,4,20,20,23.8,757,16,8,9,496,4,2,0,0,0
2023,5,4,20,25,23.8,757,16,9,10,497.67,4,2,0,0,0
2023,5,4,20,30,23.8,757,16,9,10,496.5,4,2,0,0,0
2023,5,4,20,35,23.8,757,17,9,10,496.67,4,2,0,0,0
2023,5,4,20,40,23.8,757,17,9,10,498.5,4,2,0,0,0
2023,5,4,20,45,23.8,757,17,9,10,497.33,4,2,0,0,0
2023,5,4,20,50,23.8,757,17,8,9,497,4,2,0,0,0
2023,5,4,20,55,23.8,757,17,9,10,497.67,4,2,0,0,0
2023,5,4,21,0,23.8,757,17,9,10,498.5,4,2,0,0,0
2023,5,4,21,5,23.8,757,17,9,10,496.33,4,2,0,0,0
2023,5,4,21,10,23.9,757,17,10,11,497,4,2,0,0,0
2023,5,4,21,15,23.9,757,17,9,10,497.33,4,2,0,0,0
2023,5,4,21,20,23.9,757,17,9,10,498.5,4,2,0,0,0
2023,5,4,21,25,23.9,757,17,9,10,498,4,2,0,0,0
2023,5,4,21,30,23.9,757,17,8,10,498.5,4,2,0,0,0
2023,5,4,21,35,23.9,757,17,8,10,498.33,4,2,0,0,0
2023,5,4,21,40,23.9,757,17,8,10,499.5,4,2,0,0,0
2023,5,4,21,45,23.9,757,17,7,9,498.33,4,2,0,0,0
2023,5,4,21,50,23.9,757,17,9,10,499.5,4,2,0,0,0
2023,5,4,21,55,23.9,757,17,9,10,498,4,2,0,0,0
2023,5,4,22,0,23.9,757,17,8,10,499,4,2,0,0,0
2023,5,4,22,5,23.9,757,17,9,10,499.67,4,2,0,0,0
2023,5,4,22,10,23.9,757,17,8,9,498.5,4,2,0,0,0
2023,5,4,22,15,23.9,757,17,9,10,498.67,4,2,0,0,0
2023,5,4,22,20,23.9,757,17,8,10,498,4,2,0,0,0
2023,5,4,22,25,23.9,757,17,8,9,498.67,4,2,0,0,0
2023,5,4,22,30,23.9,757,17,8,10,499,4,2,0,0,0
2023,5,4,22,35,24,757,17,8,9,499,4,2,0,0,0
2023,5,4,22,40,24,757,17,8,9,497.5,4,2,0,0,0
2023,5,4,22,45,24,757,17,8,9,497.33,4,2,0,0,0
2023,5,4,22,50,24,757,17,8,9,497.5,4,2,0,0,0
2023,5,4,22,55,24,757,17,8,8,498.67,4,2,0,0,0
2023,5,4,23,5,24,757,17,8,9,497.33,4,2,0,0,0
2023,5,4,23,10,24,757,17,8,10,498.5,4,2,0,0,0
2023,5,4,23,15,24,757,17,8,9,497.67,4,2,0,0,0
2023,5,4,23,20,24,757,17,8,10,497,4,2,0,0,0
2023,5,4,23,25,24,757,17,8,9,497.67,4,2,0,0,0
2023,5,4,23,30,24,757,17,8,8,497,4,2,0,0,0
2023,5,4,23,35,24,757,17,8,8,497.5,4,2,0,0,0
2023,5,4,23,40,24,757,17,7,7,496.67,4,2,0,0,0
2023,5,4,23,45,24,757,17,7,8,496.5,4,2,0,0,0
2023,5,4,23,50,24,757,17,8,9,496.33,4,2,0,0,0
2023,5,4,23,55,24,757,17,8,8,497,4,2,0,0,0
